"@id ","O11 Eqp Manufacturer ","O11 Eqp Model ","O11 Eqp Model Num ","O11 Eqp Description ","O11 Eqp Memory ","O11 Eqp Harddrive ","O11 Eqp Processor ","O11 Eqp Features ","O11 Eqp Accessories ","O11 Eqp Toner Type ","O11 Eqp Purchase Date ","O11 Eqp Warrenty Type ","O11 Eqp Warrenty Length ","O11 Eqp Warrenty End Date ","O11 Eqp Lease Term ","O11 Eqp Term Length ","O11 Eqp Lease End Date ","O11 Eqp Service Type ","O11 Eqp Service Vendor ","O11 Eqp Service Start Date ","O11 Eqp Service Length ","O11 Eqp Type "
"D600j","Dell","Latitude","D600j","FY2005 - 9th Shipment","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-08-30","Next Day Business Day On-Site","3 YEAR","2007-08-29","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Ethernet LAN ","","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"MB13E09a","Apple","MacBook","MB13E09a","FY2010 MacBook Early 2009","2GB PC2-5300 667 MHz DDR2","160 GB","2.0 GHz Core Duo","DVD-RW","Power Adapter","","2009-06-11","Apple Limited Warranty","1 YEAR","2010-06-10","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-DVI to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","GeForce 9400M","","","","","","","","","","","","","",""
"PrecisionT1500","Dell","Precision","T1500","Precision Workstation T1500","4GB (2x2GB) 1066 DDR3","320 GB SATA","I5-750, 2.66, 8MB, Lynnfield","Graphics, 512, ELGA12 ","Display, FP 2209WA,","","2010-05-21","NBD On-Site","3 YEAR","2013-05-20","","","","","","","","Desktop"
"","","","","","","","","DVD","Dell Quiet Keyboard","","","","","","","","","","","","",""
"","","","","","","","","","Dell Mouse","","","","","","","","","","","","",""
"MBP13M10d","Apple","MacBook Pro","MBP13M10d","FY2011 MacBook Pro 13 Mid 2010","4GB 1066 DDR3","250 GB 5400RPM","2.4 GHz Core 2 Duo","SuperDrive","Power Adapter","","2010-12-03","Apple Limited Warranty","3 YEAR","2013-12-02","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA GeForce 320M","","","","","","","","","","","","","",""
"iPod_2012_8a","Apple","iPod Touch","MC540LL-A","FY2012 iPod Touch G4 8GB","","8 GB","","","USB 2.0 cable","","2011-08-18","Apple Limited Warranty","1 YEAR","2012-08-17","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"MBAIR11M11a","Apple","MacBook Air","MBAIR11M11a","FY2012 MacBook Air","4GB  DDR3","256 GB","1.6 GHz dual-core Intel i5","11.6"" LCD","Power Adapter","","2011-12-01","Apple Limited Warranty","3 YEAR","2014-12-02","","","","","","","","Laptop"
"","","","","","","","","","Ethernet Adapter","","","","","","","","","","","","",""
"","","","","","","","","","Video Adapter","","","","","","","","","","","","",""
"MBP13L11h","Apple","MacBook Pro","MBP13L11h","FY2013 MacBook Pro 13 Lat 2011","4GB 1333MHz DDR3","500GB 5400RPM","2.4GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-04-30","Apple Limited Warranty","1 YEAR","2015-05-01","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"SVGA860U","Eiki","LC-SVGA860U","LC-SVGA860U","Eiki Projector","","","","","","","","","","","","","","","","","","Projector"
"MBP13M12a","Apple","MacBook Pro","MBP13M12a","FY2013 MacBook Pro 13 Mid 2012","4GB 1600MHz DDR3","250GB WD Blue SSD","2.5GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-06-27","Apple Limited Warranty","1 YEAR","2015-06-28","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"iPh4S_2012_16a","Apple","iPhone","MC922LL-A","iPhone 4S 16 GB FY2014","","16 GB","","","USB 2.0 cable","","2013-07-03","Apple Limited Warranty","1 YEAR","2014-07-04","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"","","","","","","","","","USB Power Adapter","","","","","","","","","","","","",""
"MBP15M12j","Apple","MacBook Pro","MBP15M12j","FY2014 MacBook Pro 15 Mid 2012","4GB 1600MHz DDR3","500GB 5400RPM","2.3GHz quad-core Intel Core i7","SuperDrive","Power Adapter","","2013-07-03","Apple Limited Warranty","3 YEAR","2016-07-04","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","AMD Radeon HD 6490M","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"Wacom22HD","Wacom","DTK2200","","Wacom Cintiq 22HD Creative Pen Disp","","","","","","","2015-02-04","Manufacturer","1 YEAR","2016-02-05","","","","","","","","Tablet PC"
"iPodTouch2009x","Apple","iPod Touch","MA627LL-B","iPod Touch Apple Exchange","","16 GB","","","USB 2.0 cable","","2008-06-30","Apple Limited Warranty","1 YEAR","2009-06-29","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"Alienware_17_R4","Dell","17R4","Alienware17a","FY2017 Alienware 17","16GB DDR4 at 2400MHz","128GB Boot + 1TB Storage","Intel core i7","NVIDIA GeForce GTX 1070 ","Alienware 240W AC Adapte","","2017-02-03","Premium Support","3 YEAR","2020-02-03","","","","","","","","Laptop"
"","","","","","","","","with 8GB GDDR5","","","","","","","","","","","","","",""
"","","","","","","","","802.11ac 2x2 WiFi ","","","","","","","","","","","","","",""
"","","","","","","","","Bluetooth 4.1","","","","","","","","","","","","","",""
"MBAIR13M17a","Apple","MacBook Air","MBAIR13M17a","FY2018 13 MBAir Mid 2017","8 GB  DDR3","512 GB","12.GHz dual-core Intel Core i7","13.3”" LCD","Power Adapter","","2017-06-14","Apple Limited Warranty","3 YEAR","2020-06-15","","","","","","","","Laptop"
"","","","","","","","","Solid State Hard Drive","Video Adapter","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"iMac21R4KL15","Apple","iMac","iMac21R4KL15","FY2018 iMAC  21"" Retina 4K","8GB 1867MHz LPDDR3","1 TB","3.1 GHz quad-core Intel i5","8x  Double-Layer SuperDrive","Keyboard (Wired)","","2018-08-26","Apple Care","1 YEAR","2018-08-27","","","","","","","","Desktop"
"","","","","","","","","AMD Radeon HD 6750 512GB GDDR5","Mouse (Wired)","","","","","","","","","","","","",""
"","","","","","","","","Built-In FaceTime HD camera","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt port","","","","","","","","","","","","","",""
"IntelNUC8i7a","Dell","IntelNUC8i7","","FY20 Intel NUC8 i7","16GB DDR4 2400SODIMM","500GB SSD","2.7 GHz Intel Core i7-8559U","Intel Iris Plus Graphics","125V Power Cord","","2019-06-20","Manufacturer Warranty","3 YEAR","2022-08-08","","","","","","","","Desktop"
"","","","","","","","","Thunderbolt 3","","","","","","","","","","","","","",""
"","","","","","","","","HDMI port","","","","","","","","","","","","","",""
"","","","","","","","","Bluetooth 4.2","","","","","","","","","","","","","",""
"","","","","","","","","4 USB 3.0 ports","","","","","","","","","","","","","",""
"iPadA_2021_64Wa","Apple","iPad","MYFM2LL-A","FY2021 iPadA WIFI 64 GB","","64 GB","","WiFi (802.11 a/b/g/n)","USB-C Power Adapter","","2021-01-04","Apple Limited Warranty","1 YEAR","2022-01-05","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","USB-C Charge Cable","","","","","","","","","","","","",""
"MBAIR13M12020","Apple","MacBook Air","MBAIR13M12020","FY23 M1 MacBook Air13 2020","8GB memory","256GB SSD","M1 chip with 8 core CPU","Touch ID","USB-C Power Adapter","","2022-07-28","Apple Limited Warranty","3 YEAR","2025-07-27","","","","","","","","Laptop"
"","","","","","","","","2 Thunderbolt/USB 4 ports","","","","","","","","","","","","","",""
"","","","","","","","","Wi-Fi 6 and Bluetooth 5","","","","","","","","","","","","","",""
"","","","","","","","","7 core GPU","","","","","","","","","","","","","",""
"","","","","","","","","13.3”" Retina LED","","","","","","","","","","","","","",""
"iPad8Gen_32Wb","Apple","iPad","MYL92LL-A","FY2021 iPad WIFI 32 GB","","32 GB","","WiFi (802.11 a/b/g/n)","USB-C to Lightning Cable","","2021-05-14","Apple Limited Warranty","1 YEAR","2022-05-14","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","USB-C Power Adapter","","","","","","","","","","","","",""
"LJ 2100TN","HP","LJ 2100TN","","HP Laserjet Printer 2100TN","","","","","","","","","","","","","","","","","","Printer"
"Dell_45w","Dell","","HA45NM180","Dell 45w AC Adapter","","","","","","","","","","","","","","","","","","Adaptor"
"MBAIR13M22b","Apple","MacBook Air","MLXW3LL/A","FY 2024 13 MBAir Mid 2022","8 GB","256 GB","Apple M2 CPU","Solid State Hard Drive","Power Adapter","","2023-12-13","Apple Limited Warranty","3 YEAR","2026-12-12","","","","","","","","Laptop"
"","","","","","","","","13.6"" Screen","","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt Ports","","","","","","","","","","","","","",""
"","","","","","","","","MagSafe Charging Port","","","","","","","","","","","","","",""
"Netvista M","IBM","Netvista M","","IBM Netvista M Desktop","","","","","","","","","","","","","","","","","","Desktop"
"LX+","HP","LX+","","HP LX+ Laserjet Printer","","","","","","","","","","","","","","","","","","Printer"
"D600aP","Dell","Latitude","D600a","Parts Laptop","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-03-05","Next Day Business Day On-Site","3 YEAR","2007-03-04","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Ethernet LAN","","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"A20L","IBM","A20m","","Loaner","128 MB","12 GB","550  MHz","","","","","","","","","","","","","","","Laptop"
"Optiplex620","Dell","OptiPlex","GX 620","Optiplex GX620 Desktop","2 GB DDR2 (2x1GB)","2x 250 GB SATA II","2.8 GHZ 800 Mhz FSB","16X DVD +/-RW","USB Dell Dell Keyboard","","2006-04-27","Next Business Day 9-5","3 YEAR","2009-04-26","","","","","","","","Desktop"
"","","","","","","","","16X  DVD","USB Dell Optical Mouse","","","","","","","","","","","","",""
"","","","","","","","","3.5 Floppy Drive","Dell 1907FP Flat Panel","","","","","","","","","","","","",""
"","","","","","","","","Integrated AC97 Audio","","","","","","","","","","","","","",""
"","","","","","","","","PCIe 256MB Graphics","","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Integratd NIC","","","","","","","","","","","","","",""
"iPod_2011_32a","Apple","iPod Touch","MC008LL-A","FY2011 iPod Touch G3 32GB","","32 GB","","","USB 2.0 cable","","2010-08-23","Apple Limited Warranty","1 YEAR","2011-08-22","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"MB13E08l","Apple","MacBook","MB13E08","Loaner (FY2009  MacBook)","2GB 667 DDR2","160 GB","2.4 GHz Core Duo","DVD-RW","Power Adapter","","2008-03-29","Apple Limited Warranty","1 YEAR","2009-03-28","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","","","","","","","","","","","","","",""
"iPad_2011_64Ca","Apple","iPad","MC497LL-A","FY2011 iPad WIFI + 3G 64 GB","","64 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2010-10-16","Apple Limited Warranty","1 YEAR","2011-10-15","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"iPad2_2012_32Ca","Apple","iPad","MC774LL-A","FY2012 iPad2 WIFI+3G 32 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2012-02-22","Apple Limited Warranty","1 YEAR","2013-02-23","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"MBP15L11a","Apple","MacBook Pro","MBP15L11a","FY2012 MacBook Pro 15 Lat 2011","4GB 1333MHz DDR3","500GB 5400RPM","2.2GHz quad-core Intel Core i7","SuperDrive","Power Adapter","","2011-10-25","Apple Limited Warranty","3 YEAR","2014-10-26","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","AMD Radeon HD 6490M","","","","","","","","","","","","","",""
"MBAIR11M11b","Apple","MacBook Air","MBAIR11M11b","FY2012 MacBook Air","4GB  DDR3","128 GB","1.6 GHz dual-core Intel i5","11.6"" LCD","Power Adapter","","2012-01-19","Apple Limited Warranty","3 YEAR","2015-01-20","","","","","","","","Laptop"
"","","","","","","","","","Ethernet Adapter","","","","","","","","","","","","",""
"","","","","","","","","","Video Adapter","","","","","","","","","","","","",""
"iPod_2012_8b","Apple","iPod Touch","MC540LL-A","FY2012 iPod Touch G4 8GB","","8 GB","","","USB 2.0 cable","","2011-01-30","Apple Limited Warranty","1 YEAR","2013-01-29","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"iPad_2012_16We","Apple","iPad","MB292LL-A","FY2011 iPad WIFI 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2011-01-24","Apple Limited Warranty","1 YEAR","2012-01-23","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"MBP13L11i","Apple","MacBook Pro","MBP13L11i","FY2013 MacBook Pro 13 Lat 2011","4GB 1333MHz DDR3","500GB 5400RPM","2.4GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-06-07","Apple Limited Warranty","1 YEAR","2015-06-08","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"MBP13M12b","Apple","MacBook Pro","MBP13M12b","FY2013 MacBook Pro 13 Mid 2012","4GB 1600MHz DDR3","500GB 5400RPM","2.5GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-07-17","Apple Limited Warranty","1 YEAR","2015-07-18","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"MBAIR13M12a","Apple","MacBook","MBAIR13M12a","FY2013 13 MBAir Staff Model","8 GB  DDR3","128 GB Flash Storage","1.8 GHz Core Duo Intel i5","13.3 LCD","Power Adapter","","2012-08-30","Apple Limited Warranty","3 YEAR","2015-08-31","","","","","","","","Laptop"
"","","","","","","","","Solid State  Hard Drive","Video Adapter","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"AppleTV_2015a","Apple","Apple TV","MD199LL-A","FY2015 Apple TV 3rd Gen","","","","","Power Cable","","2014-08-06","Apple Limited Warranty","1 YEAR","2014-08-07","","","","","","","","Multimedia"
"iPad2_2013_16Wa","Apple","iPad","MC960LL-A","FY2013 iPad2 WiFi 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2012-08-05","Apple Limited Warranty","1 YEAR","2013-08-06","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"T20","IBM","T20","","IBM T20 Laptop","","","","","","","","","","","","","","","","","","Laptop"
"XPS159560","Dell","XPS15","XPS159560","FY18 Dell XPS15 9560 2-in-1 i7","8GB DDR4 2400MHz","256GB M.2 PCIe SSD","3.8 GHz Intel Core i7-7700HQ","15.6"" LCD","USBC to USB Adapter","","2017-08-29","ProSupport","3 YEAR","2020-08-30","","","","","","","","Laptop"
"","","","","","","","","NVIDIA GEForce GTX 1050","130W AC Adapter","","","","","","","","","","","","",""
"Wacom27QHD","Wacom","DTK2700","","Wacom Cintiq 27QHD Display","","","","","","","2017-10-25","Manufacturer","1 YEAR","2018-10-24","","","","","","","","Tablet PC"
"CB_Dell_a","Dell","Chromebook 13 3380","CB_Dell_a","FY2018 Dell Chromebook 13","4GB","64GB SSD","Intel Celeron C3855","","","","2018-01-31","Mail-in Service","1 YEAR","2019-02-01","","","","","","","","Tablet PC"
"D600k","Dell","Latitude","D600k","FY2005 - 10th Shipment","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-11-14","Next Day Business Day On-Site","3 YEAR","2007-11-13","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
